x,y,MIN_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,TOTAL_SNOW,ID,MAX_TEMPERATURE,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,LOCAL_DATE,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,STATION_NAME
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2021,0,1072692.2021.1.2,0,0,19.8,2021-01-02 00:00:00,,,,,BC,,,,,,-3.5,,0,,1,1072692,-1.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,24,0,,0,,,,2015,0,1072692.2015.7.24,12.5,0,8.2,2015-07-24 00:00:00,,,,,BC,,,,,,7,,0,,7,1072692,9.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,4,0,,0.6,,,,2015,0,1072692.2015.10.4,13.5,0,12.7,2015-10-04 00:00:00,,,,,BC,,,,,,-3,,0.6,,10,1072692,5.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,10,0,,0,,,,2015,0,1072692.2015.10.10,8,0,12,2015-10-10 00:00:00,,,,,BC,,,,,,4,,0,,10,1072692,6,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2020,0,1072692.2020.7.28,20.5,0,3,2020-07-28 00:00:00,,,,,BC,,,,,,9.5,,0,,7,1072692,15,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,1,0,,2,,,,2018,0,1072692.2018.6.1,6.5,0,14.7,2018-06-01 00:00:00,,,,,BC,,,,,,0,,2,,6,1072692,3.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2020,0,1072692.2020.11.28,-3.5,0,24.8,2020-11-28 00:00:00,,,,,BC,,,,,,-10,,0,,11,1072692,-6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,23,0,,0,,,,2021,0,1072692.2021.1.23,-2.5,0,27.8,2021-01-23 00:00:00,,,,,BC,,,,,,-17,,0,,1,1072692,-9.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,7,0,,9.8,,,,2020,0,1072692.2020.6.7,11,0,12.2,2020-06-07 00:00:00,,,,,BC,,,,,,0.5,,9.8,,6,1072692,5.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2017,0,1072692.2017.12.2,-4,0,28.5,2017-12-02 00:00:00,,,,,BC,,,,,,-17,,0,,12,1072692,-10.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,12,0,,0,,,,2014,0,1072692.2014.7.12,28.5,0,0,2014-07-12 00:00:00,,,,,BC,,,,,,7.5,,0,,7,1072692,18,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,4,0,,0,,,,2015,0,1072692.2015.12.4,-1,0,21,2015-12-04 00:00:00,,,,,BC,,,,,,-5,,0,,12,1072692,-3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,16,0,,0,,,,2020,18,1072692.2020.11.16,-5,0,27,2020-11-16 00:00:00,,,,,BC,,,,,,-13,,18,,11,1072692,-9,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,8,0,,0,,,,2015,0,1072692.2015.6.8,17.5,0,6.2,2015-06-08 00:00:00,,,,,BC,,,,,,6,,0,,6,1072692,11.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,22,0,,0,,,,2017,0,1072692.2017.7.22,16,0,6.5,2017-07-22 00:00:00,,,,,BC,,,,,,7,,0,,7,1072692,11.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,23,0,,0,,,,2013,0,1072692.2013.11.23,0.5,0,19.3,2013-11-23 00:00:00,,,,,BC,,,,,,-3,,0,,11,1072692,-1.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,T,22,0,,0,,,,2020,0,1072692.2020.5.22,12,0,11,2020-05-22 00:00:00,,,,,BC,,,,,T,2,,0,,5,1072692,7,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,20,0,,1.3,,,,2019,0,1072692.2019.8.20,14.5,0,7.7,2019-08-20 00:00:00,,,,,BC,,,,,,6,,1.3,,8,1072692,10.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,2,,,,2014,0,1072692.2014.8.28,15.5,0,8.5,2014-08-28 00:00:00,,,,,BC,,,,,,3.5,,2,,8,1072692,9.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,17,0,,0,,,,2018,0,1072692.2018.4.17,3,0,21.8,2018-04-17 00:00:00,,,,,BC,,,,,,-10.5,,0,,4,1072692,-3.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,31,0,,2,,,,2018,0,1072692.2018.5.31,10.5,0,13.2,2018-05-31 00:00:00,,,,,BC,,,,,,-1,,2,,5,1072692,4.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,24,0,,0,,,,2014,0,1072692.2014.7.24,18,0,5.5,2014-07-24 00:00:00,,,,,BC,,,,,,7,,0,,7,1072692,12.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,30,0,,0.4,,,,2013,0,1072692.2013.8.30,14,0,6,2013-08-30 00:00:00,,,,,BC,,,,,,10,,0.4,,8,1072692,12,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,16,0,,0,,,,2016,0,1072692.2016.3.16,-1,0,24.8,2016-03-16 00:00:00,,,,,BC,,,,,,-12.5,,0,,3,1072692,-6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0.4,,,,2013,0,1072692.2013.7.2,16.5,0,5.5,2013-07-02 00:00:00,,,,,BC,,,,,,8.5,,0.4,,7,1072692,12.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,18,0,,0,,,,2015,0.5,1072692.2015.11.18,-4.5,0,27.5,2015-11-18 00:00:00,,,,,BC,,,,,,-14.5,,0.5,,11,1072692,-9.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2016,0,1072692.2016.3.28,5,0,18.5,2016-03-28 00:00:00,,,,,BC,,,,,,-6,,0,,3,1072692,-0.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,4,0,,0,,,,2017,0,1072692.2017.8.4,23.5,0,2.2,2017-08-04 00:00:00,,,,,BC,,,,,,8,,0,,8,1072692,15.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2013,0,1072692.2013.11.2,-0.5,0,22,2013-11-02 00:00:00,,,,,BC,,,,,,-7.5,,0,,11,1072692,-4,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,23,0,,0,,,,2016,0,1072692.2016.11.23,-1,0,23,2016-11-23 00:00:00,,,,,BC,,,,,,-9,,0,,11,1072692,-5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,0,,,,2013,0,1072692.2013.7.21,20,0,4.5,2013-07-21 00:00:00,,,,,BC,,,,,,7,,0,,7,1072692,13.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2014,1,1072692.2014.4.28,6,0,17.2,2014-04-28 00:00:00,,,,,BC,,,,,,-4.5,,1,,4,1072692,0.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,8,0,,0.2,,,,2020,0,1072692.2020.7.8,12,0,10.5,2020-07-08 00:00:00,,,,,BC,,,,,,3,,0.2,,7,1072692,7.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,1,0,,12,,,,2019,0,1072692.2019.7.1,24,0,0,2019-07-01 00:00:00,,,,,BC,,,,,,12,,12,,7,1072692,18,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,27,0,,3.3,,,,2013,0,1072692.2013.5.27,11,0,11,2013-05-27 00:00:00,,,,,BC,,,,,,3,,3.3,,5,1072692,7,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,7,0,,0,,,,2014,5.5,1072692.2014.1.7,-1.5,0,22.8,2014-01-07 00:00:00,,,,,BC,,,,,,-8,,5.5,,1,1072692,-4.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2018,0,1072692.2018.2.2,0.5,0,22.8,2018-02-02 00:00:00,,,,,BC,,,,,,-10,,0,,2,1072692,-4.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,6,0,,0,,,,2013,0.5,1072692.2013.2.6,-1,0,23,2013-02-06 00:00:00,,,,,BC,,,,,,-9,,0.5,,2,1072692,-5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,16,0,,0,,,,2018,0,1072692.2018.5.16,19,0,8.2,2018-05-16 00:00:00,,,,,BC,,,,,,0.5,,0,,5,1072692,9.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,13,0,,0,,,,2016,0,1072692.2016.9.13,20.5,0,5,2016-09-13 00:00:00,,,,,BC,,,,,,5.5,,0,,9,1072692,13,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,5,0,,0,,,,2017,0,1072692.2017.2.5,-16.5,0,36.3,2017-02-05 00:00:00,,,,,BC,,,,,,-20,,0,,2,1072692,-18.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,24,0,,0,,,,2013,6,1072692.2013.2.24,-2.5,0,22.8,2013-02-24 00:00:00,,,,,BC,,,,,,-7,,6,,2,1072692,-4.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,12,0,,9.2,,,,2016,0,1072692.2016.6.12,11,0,11.2,2016-06-12 00:00:00,,,,,BC,,,,,,2.5,,9.2,,6,1072692,6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,7,0,,0.4,,,,2020,0,1072692.2020.8.7,12.5,0,9.7,2020-08-07 00:00:00,,,,,BC,,,,,,4,,0.4,,8,1072692,8.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,8,0,,0.2,,,,2020,0,1072692.2020.6.8,11,0,12.5,2020-06-08 00:00:00,,,,,BC,,,,,,0,,0.2,,6,1072692,5.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,6,0,,0,,,,2014,0,1072692.2014.10.6,9,0,11.7,2014-10-06 00:00:00,,,,,BC,,,,,,3.5,,0,,10,1072692,6.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,8,3,,0,,,,2015,0,1072692.2015.7.8,25.5,0,0,2015-07-08 00:00:00,,,,,BC,,,,,,16.5,,0,,7,1072692,21,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,15,0,,0,,,,2018,0,1072692.2018.3.15,6,0,17.7,2018-03-15 00:00:00,,,,,BC,,,,,,-5.5,,0,,3,1072692,0.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,11,0,,0,,,,2016,4.4,1072692.2016.2.11,2,0,21,2016-02-11 00:00:00,,,,,BC,,,,,,-8,,4.4,,2,1072692,-3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,T,22,0,,0,,,,2017,0,1072692.2017.9.22,7,0,15,2017-09-22 00:00:00,,,,,BC,,,,,T,-1,,0,,9,1072692,3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,14,0,,0,,,,2017,0,1072692.2017.12.14,2,0,19,2017-12-14 00:00:00,,,,,BC,,,,,,-4,,0,,12,1072692,-1,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,25,0,,0,,,,2021,0.6,1072692.2021.1.25,-8,0,28.5,2021-01-25 00:00:00,,,,,BC,,,,,,-13,,0.6,,1,1072692,-10.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,16,0,,0,,,,2019,4,1072692.2019.12.16,1,0,25.8,2019-12-16 00:00:00,,,,,BC,,,,,,-16.5,,4,,12,1072692,-7.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2013,0,1072692.2013.4.2,1.5,0,19,2013-04-02 00:00:00,,,,,BC,,,,,,-3.5,,0,,4,1072692,-1,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,0,,,,2015,0,1072692.2015.3.21,3,0,18,2015-03-21 00:00:00,,,,,BC,,,,,,-3,,0,,3,1072692,0,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,24,0,,0,,,,2019,0,1072692.2019.12.24,-5,0,23.8,2019-12-24 00:00:00,,,,,BC,,,,,,-6.5,,0,,12,1072692,-5.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,6,0,,0,,,,2017,0,1072692.2017.1.6,-11,0,30.8,2017-01-06 00:00:00,,,,,BC,,,,,,-14.5,,0,,1,1072692,-12.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,5,0,,0,,,,2015,1.3,1072692.2015.11.5,2,0,20.3,2015-11-05 00:00:00,,,,,BC,,,,,,-6.5,,1.3,,11,1072692,-2.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,10,0,,0,,,,2018,0,1072692.2018.1.10,-20.5,0,40.3,2018-01-10 00:00:00,,,,,BC,,,,,,-24,,0,,1,1072692,-22.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2016,0,1072692.2016.1.2,-4.5,0,29.5,2016-01-02 00:00:00,,,,,BC,,,,,,-18.5,,0,,1,1072692,-11.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,10,0,,11.4,,,,2019,0,1072692.2019.7.10,12.5,0,6.7,2019-07-10 00:00:00,,,,,BC,,,,,,10,,11.4,,7,1072692,11.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,14,0,,0,,,,2014,0,1072692.2014.11.14,-3,0,28.5,2014-11-14 00:00:00,,,,,BC,,,,,,-18,,0,,11,1072692,-10.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,15,0,,0,,,,2015,0.2,1072692.2015.2.15,4.5,0,20,2015-02-15 00:00:00,,,,,BC,,,,,,-8.5,,0.2,,2,1072692,-2,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,29,0,,0,,,,2015,0,1072692.2015.10.29,4,0,16.2,2015-10-29 00:00:00,,,,,BC,,,,,,-0.5,,0,,10,1072692,1.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,7,0,,0,,,,2015,0,1072692.2015.5.7,12,0,13,2015-05-07 00:00:00,,,,,BC,,,,,,-2,,0,,5,1072692,5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,7,0,,19.2,,,,2015,0,1072692.2015.9.7,8.5,0,12.2,2015-09-07 00:00:00,,,,,BC,,,,,,3,,19.2,,9,1072692,5.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,18,0,,3.4,,,,2017,0,1072692.2017.6.18,16.5,0,8.7,2017-06-18 00:00:00,,,,,BC,,,,,,2,,3.4,,6,1072692,9.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,12,0,,0,,,,2016,2.8,1072692.2016.4.12,3,0,16.7,2016-04-12 00:00:00,,,,,BC,,,,,,-0.5,,2.8,,4,1072692,1.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,5,0,,0,,,,2016,0,1072692.2016.6.5,22.5,0,4.7,2016-06-05 00:00:00,,,,,BC,,,,,,4,,0,,6,1072692,13.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,6,0,,0,,,,2015,15.7,1072692.2015.12.6,1,0,18.5,2015-12-06 00:00:00,,,,,BC,,,,,,-2,,15.7,,12,1072692,-0.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,26,0,,0,,,,2017,23.6,1072692.2017.11.26,1.5,0,18.8,2017-11-26 00:00:00,,,,,BC,,,,,,-3,,23.6,,11,1072692,-0.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,10,0,,0,,,,2015,0,1072692.2015.6.10,17,0,8.2,2015-06-10 00:00:00,,,,,BC,,,,,,2.5,,0,,6,1072692,9.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,29,0,,0.4,,,,2014,0,1072692.2014.7.29,19,0,1.5,2014-07-29 00:00:00,,,,,BC,,,,,,14,,0.4,,7,1072692,16.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,1.6,,,,2017,0,1072692.2017.6.21,10.5,0,12.2,2017-06-21 00:00:00,,,,,BC,,,,,,1,,1.6,,6,1072692,5.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,13,0,,3.6,,,,2015,0,1072692.2015.7.13,14,0,7,2015-07-13 00:00:00,,,,,BC,,,,,,8,,3.6,,7,1072692,11,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,0,,,,2018,0,1072692.2018.4.21,3,0,17.7,2018-04-21 00:00:00,,,,,BC,,,,,,-2.5,,0,,4,1072692,0.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,4,0,,0,,,,2018,0.6,1072692.2018.3.4,-9.5,0,35.5,2018-03-04 00:00:00,,,,,BC,,,,,,-25.5,,0.6,,3,1072692,-17.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,23,0,,1.5,,,,2019,0,1072692.2019.5.23,16,0,8.7,2019-05-23 00:00:00,,,,,BC,,,,,,2.5,,1.5,,5,1072692,9.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2019,0,1072692.2019.10.28,-0.5,0,20.5,2019-10-28 00:00:00,,,,,BC,,,,,,-4.5,,0,,10,1072692,-2.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,24,0,,0,,,,2015,0,1072692.2015.2.24,3.5,0,18.3,2015-02-24 00:00:00,,,,,BC,,,,,,-4,,0,,2,1072692,-0.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,3,0,,5.6,,,,2014,0,1072692.2014.10.3,8.5,0,13.5,2014-10-03 00:00:00,,,,,BC,,,,,,0.5,,5.6,,10,1072692,4.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,4,0,,0,,,,2018,0,1072692.2018.5.4,8,0,12.7,2018-05-04 00:00:00,,,,,BC,,,,,,2.5,,0,,5,1072692,5.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,13,0,,0,,,,2013,0.4,1072692.2013.1.13,0.5,0,24.8,2013-01-13 00:00:00,,,,,BC,,,,,,-14,,0.4,,1,1072692,-6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,14,0,,0,,,,2019,0,1072692.2019.12.14,-4.5,0,28.5,2019-12-14 00:00:00,,,,,BC,,,,,,-16.5,,0,,12,1072692,-10.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,0,,,,2020,0,1072692.2020.3.21,5,0,19,2020-03-21 00:00:00,,,,,BC,,,,,,-7,,0,,3,1072692,-1,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,6,0,,0,,,,2016,0,1072692.2016.4.6,7.5,0,15.2,2016-04-06 00:00:00,,,,,BC,,,,,,-2,,0,,4,1072692,2.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,30,0,,0,,,,2016,0,1072692.2016.12.30,-5.5,0,26,2016-12-30 00:00:00,,,,,BC,,,,,,-10.5,,0,,12,1072692,-8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,6,0,,0,,,,2017,0,1072692.2017.6.6,17.5,0,7.2,2017-06-06 00:00:00,,,,,BC,,,,,,4,,0,,6,1072692,10.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,18,0,,0,,,,2013,3,1072692.2013.4.18,2,0,17.5,2013-04-18 00:00:00,,,,,BC,,,,,,-1,,3,,4,1072692,0.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,1,0,,1.2,,,,2014,0,1072692.2014.10.1,5,0,15.5,2014-10-01 00:00:00,,,,,BC,,,,,,0,,1.2,,10,1072692,2.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,18,0,,2.1,,,,2019,0,1072692.2019.7.18,10,0,11,2019-07-18 00:00:00,,,,,BC,,,,,,4,,2.1,,7,1072692,7,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,22,0,,0,,,,2014,0,1072692.2014.5.22,12.5,0,9,2014-05-22 00:00:00,,,,,BC,,,,,,5.5,,0,,5,1072692,9,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,17,0,,0,,,,2019,0,1072692.2019.2.17,-14,0,35,2019-02-17 00:00:00,,,,,BC,,,,,,-20,,0,,2,1072692,-17,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,1,0,,0,,,,2016,3.2,1072692.2016.12.1,-0.5,0,21,2016-12-01 00:00:00,,,,,BC,,,,,,-5.5,,3.2,,12,1072692,-3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,8,0,,0,,,,2018,3,1072692.2018.3.8,-4,0,27,2018-03-08 00:00:00,,,,,BC,,,,,,-14,,3,,3,1072692,-9,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,7.2,,T,,2020,0,1072692.2020.7.2,5,0,15,2020-07-02 00:00:00,,,,,BC,,,,,,1,,7.2,,7,1072692,3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,8,0,,0,,,,2014,0,1072692.2014.7.8,22,0,2.7,2014-07-08 00:00:00,,,,,BC,,,,,,8.5,,0,,7,1072692,15.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,14,0,,0,,,,2016,0,1072692.2016.3.14,1.5,0,20.3,2016-03-14 00:00:00,,,,,BC,,,,,,-6,,0,,3,1072692,-2.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,10,0,,0,,,,2014,0,1072692.2014.11.10,-4,0,26.5,2014-11-10 00:00:00,,,,,BC,,,,,,-13,,0,,11,1072692,-8.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,12,0,,11.4,,,,2013,0,1072692.2013.8.12,20.5,0,1,2013-08-12 00:00:00,,,,,BC,,,,,,13.5,,11.4,,8,1072692,17,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,23,0,,0,,,,2017,0,1072692.2017.9.23,10,0,10.2,2017-09-23 00:00:00,,,,,BC,,,,,,5.5,,0,,9,1072692,7.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,23,0,,0,,,,2013,0,1072692.2013.3.23,2,0,27.5,2013-03-23 00:00:00,,,,,BC,,,,,,-21,,0,,3,1072692,-9.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2019,0,1072692.2019.3.28,11.5,0,16.5,2019-03-28 00:00:00,,,,,BC,,,,,,-8.5,,0,,3,1072692,1.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,0,,,,2017,1.2,1072692.2017.2.21,-2,0,26,2017-02-21 00:00:00,,,,,BC,,,,,,-14,,1.2,,2,1072692,-8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,10,0,,0,,,,2013,0,1072692.2013.1.10,-10,0,34.5,2013-01-10 00:00:00,,,,,BC,,,,,,-23,,0,,1,1072692,-16.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,30,0,,4.2,,,,2018,0,1072692.2018.5.30,8,0,15,2018-05-30 00:00:00,,,,,BC,,,,,,-2,,4.2,,5,1072692,3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,25,0,,0,,,,2016,0,1072692.2016.11.25,-2.5,0,24.8,2016-11-25 00:00:00,,,,,BC,,,,,,-11,,0,,11,1072692,-6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,26,0,,0,,,,2015,0,1072692.2015.9.26,4,0,16.5,2015-09-26 00:00:00,,,,,BC,,,,,,-1,,0,,9,1072692,1.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,0,,,,2014,0,1072692.2014.7.28,22,0,3.7,2014-07-28 00:00:00,,,,,BC,,,,,,6.5,,0,,7,1072692,14.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,26,0,,7.6,,,,2014,0,1072692.2014.5.26,5.5,0,14.5,2014-05-26 00:00:00,,,,,BC,,,,,,1.5,,7.6,,5,1072692,3.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,2,0,,0,,,,2013,0,1072692.2013.3.2,-2,0,23,2013-03-02 00:00:00,,,,,BC,,,,,,-8,,0,,3,1072692,-5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,17,0,,0,,,,2015,0,1072692.2015.3.17,5,0,21,2015-03-17 00:00:00,,,,,BC,,,,,,-11,,0,,3,1072692,-3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,11,0,,0,,,,2017,0,1072692.2017.12.11,5.5,0,16.5,2017-12-11 00:00:00,,,,,BC,,,,,,-2.5,,0,,12,1072692,1.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,14,0,,0,,,,2017,0,1072692.2017.3.14,5.5,0,16.7,2017-03-14 00:00:00,,,,,BC,,,,,,-3,,0,,3,1072692,1.3,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,5,0,,0,,,,2013,0,1072692.2013.10.5,6,0,13.2,2013-10-05 00:00:00,,,,,BC,,,,,,3.5,,0,,10,1072692,4.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,16,0,,0,,,,2016,0,1072692.2016.1.16,-6,0,24.8,2016-01-16 00:00:00,,,,,BC,,,,,,-7.5,,0,,1,1072692,-6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,25,0,,0,,,,2017,0,1072692.2017.5.25,18,0,7.5,2017-05-25 00:00:00,,,,,BC,,,,,,3,,0,,5,1072692,10.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,12,0,,0,,,,2020,0,1072692.2020.5.12,15,0,11.5,2020-05-12 00:00:00,,,,,BC,,,,,,-2,,0,,5,1072692,6.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,19,0,,0.2,,,,2016,0,1072692.2016.7.19,18,0,3.5,2016-07-19 00:00:00,,,,,BC,,,,,,11,,0.2,,7,1072692,14.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,20,0,,7.2,,,,2020,0,1072692.2020.9.20,10,0,9.5,2020-09-20 00:00:00,,,,,BC,,,,,,7,,7.2,,9,1072692,8.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,28,0,,5.6,,,,2013,0,1072692.2013.5.28,10,0,10.2,2013-05-28 00:00:00,,,,,BC,,,,,,5.5,,5.6,,5,1072692,7.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,16,0,,13.4,,,,2017,0,1072692.2017.7.16,13,0,10,2017-07-16 00:00:00,,,,,BC,,,,,,3,,13.4,,7,1072692,8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,4,0,,0,,,,2013,2.5,1072692.2013.4.4,5,0,18.5,2013-04-04 00:00:00,,,,,BC,,,,,,-6,,2.5,,4,1072692,-0.5,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,20,0,,0,,,,2015,0,1072692.2015.11.20,-2,0,24.8,2015-11-20 00:00:00,,,,,BC,,,,,,-11.5,,0,,11,1072692,-6.8,EQUITY SILVER
-126.27658333333333,54.19861111111111,,,21,0,,5.7,,,,2014,0,1072692.2014.10.21,6.5,0,15.5,2014-10-21 00:00:00,,,,,BC,,,,,,-1.5,,5.7,,10,1072692,2.5,EQUITY SILVER
