x,y,STATION_NAME,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,COOLING_DEGREE_DAYS,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,SNOW_ON_GROUND,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,MAX_REL_HUMIDITY,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,CLIMATE_IDENTIFIER,ID,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_RAIN,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,LOCAL_DATE,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,DIRECTION_MAX_GUST
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,8,10,,0,,,BC,,,,2017,,7,10.1,1017254,1017254.2017.8.10,,,,,,M,M,,2017-08-10 00:00:00,11,,,11.8,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,8,1,,0,,,BC,,,,2017,,1,11.8,1017254,1017254.2017.8.1,,,,,,M,M,,2017-08-01 00:00:00,17,,,22.2,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,3.9,8,2,,0,,,BC,,,,2017,,0,13.3,1017254,1017254.2017.8.2,,,,,,M,M,,2017-08-02 00:00:00,21.9,,,30.4,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,48,0,8,25,,0,,,BC,,,,2017,,5.8,9.5,1017254,1017254.2017.8.25,,,,,,M,M,,2017-08-25 00:00:00,12.2,,,14.8,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,8,27,,0,,,BC,,,,2017,,1.2,10.7,1017254,1017254.2017.8.27,,,,,,M,M,,2017-08-27 00:00:00,16.8,,,22.9,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,57,0,8,15,,0,,,BC,,,,2017,,6,10,1017254,1017254.2017.8.15,,,,,,M,M,,2017-08-15 00:00:00,12,,,14,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,52,0,8,19,,0,,,BC,,,,2017,,4,11.5,1017254,1017254.2017.8.19,,,,,,M,M,,2017-08-19 00:00:00,14,,,16.4,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,52,0,8,20,,0,,,BC,,,,2017,,5.2,11.5,1017254,1017254.2017.8.20,,,,,,M,M,,2017-08-20 00:00:00,12.8,,,14,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,69,0,8,29,,0,,,BC,,,,2017,,0.8,12.6,1017254,1017254.2017.8.29,,,,,,M,M,,2017-08-29 00:00:00,17.2,,,21.7,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,8,21,,0,,,BC,,,,2017,,3.9,9.9,1017254,1017254.2017.8.21,,,,,,M,M,,2017-08-21 00:00:00,14.1,,,18.3,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0.3,8,28,,0,,,BC,,,,2017,,0,12,1017254,1017254.2017.8.28,,,,,,M,M,,2017-08-28 00:00:00,18.3,,,24.5,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,54,0,8,17,,0,,,BC,,,,2017,,4.4,11.5,1017254,1017254.2017.8.17,,,,,,M,M,,2017-08-17 00:00:00,13.6,,,15.6,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,48,0,8,13,,2.6,,,BC,,,,2017,,4.7,11,1017254,1017254.2017.8.13,,,,,,M,M,,2017-08-13 00:00:00,13.3,,,15.6,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,61,0,8,22,,0,,,BC,,,,2017,,3.9,11.2,1017254,1017254.2017.8.22,,,,,,M,M,,2017-08-22 00:00:00,14.1,,,17,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,8,14,,0,,,BC,,,,2017,,5,10.8,1017254,1017254.2017.8.14,,,,,,M,M,,2017-08-14 00:00:00,13,,,15.1,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,50,0,8,31,,0,,,BC,,,,2017,,3.6,11.7,1017254,1017254.2017.8.31,,,,,,M,M,,2017-08-31 00:00:00,14.4,,,17,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,59,0,8,12,,3,,,BC,,,,2017,,4,10.6,1017254,1017254.2017.8.12,,,,,,M,M,,2017-08-12 00:00:00,14,,,17.3,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,54,0,8,30,,0,,,BC,,,,2017,,2,12.5,1017254,1017254.2017.8.30,,,,,,M,M,,2017-08-30 00:00:00,16,,,19.5,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,52,0,8,24,,0,,,BC,,,,2017,,5.1,10.6,1017254,1017254.2017.8.24,,,,,,M,M,,2017-08-24 00:00:00,12.9,,,15.2,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,32,0,8,26,,0,,,BC,,,,2017,,6.1,9,1017254,1017254.2017.8.26,,,,,,M,M,,2017-08-26 00:00:00,11.9,,,14.8,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,52,0,8,5,,0,,,BC,,,,2017,,3,12.6,1017254,1017254.2017.8.5,,,,,,M,M,,2017-08-05 00:00:00,15,,,17.3,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,50,0,8,18,,0.4,,,BC,,,,2017,,4.3,11.4,1017254,1017254.2017.8.18,,,,,,M,M,,2017-08-18 00:00:00,13.7,,,16,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,48,0,8,16,,0,,,BC,,,,2017,,3.9,11.6,1017254,1017254.2017.8.16,,,,,,M,M,,2017-08-16 00:00:00,14.1,,,16.6,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,61,0,8,23,,0,,,BC,,,,2017,,3.9,11.3,1017254,1017254.2017.8.23,,,,,,M,M,,2017-08-23 00:00:00,14.1,,,16.9,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,48,0,8,6,,0,,,BC,,,,2017,,5,11.5,1017254,1017254.2017.8.6,,,,,,M,M,,2017-08-06 00:00:00,13,,,14.4,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,8,7,,0,,,BC,,,,2017,,6,11.3,1017254,1017254.2017.8.7,,,,,,M,M,,2017-08-07 00:00:00,12,,,12.7,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,30,,7,,,BC,,,,2017,,5.5,10.6,1017254,1017254.2017.9.30,,,,,,M,M,,2017-09-30 00:00:00,12.5,,,14.3,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,33,0,9,23,,0.4,,,BC,,,,2017,,5.2,10.6,1017254,1017254.2017.9.23,,,,,,M,M,,2017-09-23 00:00:00,12.8,,,15,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,33,0,9,13,,0,,,BC,,,,2017,,4.7,9.8,1017254,1017254.2017.9.13,,,,,,M,M,,2017-09-13 00:00:00,13.3,,,16.7,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,14,,0,,,BC,,,,2017,,1.8,10,1017254,1017254.2017.9.14,,,,,,M,M,,2017-09-14 00:00:00,16.2,,,22.4,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,9,9,,7.4,,,BC,,,,2017,,5.1,11,1017254,1017254.2017.9.9,,,,,,M,M,,2017-09-09 00:00:00,12.9,,,14.7,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,50,0,9,8,,3.8,,,BC,,,,2017,,4,11.4,1017254,1017254.2017.9.8,,,,,,M,M,,2017-09-08 00:00:00,14,,,16.6,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,15,,0,,,BC,,,,2017,,3.8,9.8,1017254,1017254.2017.9.15,,,,,,M,M,,2017-09-15 00:00:00,14.2,,,18.6,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,43,0,9,25,,1,,,BC,,,,2017,,5.5,10.7,1017254,1017254.2017.9.25,,,,,,M,M,,2017-09-25 00:00:00,12.5,,,14.3,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,33,2.7,9,4,,0,,,BC,,,,2017,,0,13.8,1017254,1017254.2017.9.4,,,,,,M,M,,2017-09-04 00:00:00,20.7,,,27.6,10
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,50,0,9,12,,0,,,BC,,,,2017,,3.8,12.2,1017254,1017254.2017.9.12,,,,,,M,M,,2017-09-12 00:00:00,14.2,,,16.2,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,63,0,9,29,,1.4,,,BC,,,,2017,,3.6,10.8,1017254,1017254.2017.9.29,,,,,,M,M,,2017-09-29 00:00:00,14.4,,,17.9,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,18,,4.4,,,BC,,,,2017,,6.3,9.3,1017254,1017254.2017.9.18,,,,,,M,M,,2017-09-18 00:00:00,11.7,,,14.1,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,52,0,9,17,,3.6,,,BC,,,,2017,,4.4,10.7,1017254,1017254.2017.9.17,,,,,,M,M,,2017-09-17 00:00:00,13.6,,,16.5,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,3,,0.2,,,BC,,,,2017,,0.2,12.4,1017254,1017254.2017.9.3,,,,,,M,M,,2017-09-03 00:00:00,17.8,,,23.2,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,26,,0.2,,,BC,,,,2017,,3.8,10.3,1017254,1017254.2017.9.26,,,,,,M,M,,2017-09-26 00:00:00,14.2,,,18.1,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,52,0,9,28,,0,,,BC,,,,2017,,0.6,12.6,1017254,1017254.2017.9.28,,,,,,M,M,,2017-09-28 00:00:00,17.4,,,22.2,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,37,0,9,19,,0.8,,,BC,,,,2017,,6.9,9.4,1017254,1017254.2017.9.19,,,,,,M,M,,2017-09-19 00:00:00,11.1,,,12.7,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,9,6,,0,,,BC,,,,2017,,1.4,12.1,1017254,1017254.2017.9.6,,,,,,M,M,,2017-09-06 00:00:00,16.6,,,21,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,9,16,,0,,,BC,,,,2017,,6,9.3,1017254,1017254.2017.9.16,,,,,,M,M,,2017-09-16 00:00:00,12,,,14.6,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,10,,0.2,,,BC,,,,2017,,5.6,10,1017254,1017254.2017.9.10,,,,,,M,M,,2017-09-10 00:00:00,12.4,,,14.7,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,9,2,,0,,,BC,,,,2017,,2.6,12.4,1017254,1017254.2017.9.2,,,,,,M,M,,2017-09-02 00:00:00,15.4,,,18.4,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,46,0,9,24,,0,,,BC,,,,2017,,6.4,9.9,1017254,1017254.2017.9.24,,,,,,M,M,,2017-09-24 00:00:00,11.6,,,13.3,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,22,,0,,,BC,,,,2017,,5.6,9.9,1017254,1017254.2017.9.22,,,,,,M,M,,2017-09-22 00:00:00,12.4,,,14.9,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,32,0,9,1,,0,,,BC,,,,2017,,4.4,10.2,1017254,1017254.2017.9.1,,,,,,M,M,,2017-09-01 00:00:00,13.6,,,17,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,21,,0,,,BC,,,,2017,,4.7,9.1,1017254,1017254.2017.9.21,,,,,,M,M,,2017-09-21 00:00:00,13.3,,,17.5,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,9,27,,0,,,BC,,,,2017,,3,12,1017254,1017254.2017.9.27,,,,,,M,M,,2017-09-27 00:00:00,15,,,18,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,54,0,9,7,,0,,,BC,,,,2017,,1.6,12.7,1017254,1017254.2017.9.7,,,,,,M,M,,2017-09-07 00:00:00,16.4,,,20,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,41,0,9,11,,0,,,BC,,,,2017,,3.2,10.3,1017254,1017254.2017.9.11,,,,,,M,M,,2017-09-11 00:00:00,14.8,,,19.2,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,2.2,9,5,,0,,,BC,,,,2017,,0,14.2,1017254,1017254.2017.9.5,,,,,,M,M,,2017-09-05 00:00:00,20.2,,,26.1,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,33,0,9,20,,0,,,BC,,,,2017,,7.3,8.6,1017254,1017254.2017.9.20,,,,,,M,M,,2017-09-20 00:00:00,10.7,,,12.8,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,80,0,10,22,,11,,,BC,,,,2017,,6.9,8.8,1017254,1017254.2017.10.22,,,,,,M,M,,2017-10-22 00:00:00,11.1,,,13.4,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,5,,0,,,BC,,,,2017,,6.7,8.4,1017254,1017254.2017.10.5,,,,,,M,M,,2017-10-05 00:00:00,11.3,,,14.2,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,2,,0,,,BC,,,,2017,,5.3,8.8,1017254,1017254.2017.10.2,,,,,,M,M,,2017-10-02 00:00:00,12.7,,,16.5,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,24,,0,,,BC,,,,2017,,7,8.8,1017254,1017254.2017.10.24,,,,,,M,M,,2017-10-24 00:00:00,11,,,13.2,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,76,0,10,17,,13.4,,,BC,,,,2017,,6.4,9.7,1017254,1017254.2017.10.17,,,,,,M,M,,2017-10-17 00:00:00,11.6,,,13.5,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,10,31,,0,,,BC,,,,2017,,7.6,7.4,1017254,1017254.2017.10.31,,,,,,M,M,,2017-10-31 00:00:00,10.4,,,13.3,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,4,,0,,,BC,,,,2017,,4.5,10.3,1017254,1017254.2017.10.4,,,,,,M,M,,2017-10-04 00:00:00,13.5,,,16.7,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,14,,0,,,BC,,,,2017,,9.4,6.5,1017254,1017254.2017.10.14,,,,,,M,M,,2017-10-14 00:00:00,8.6,,,10.6,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,43,0,10,7,,2.6,,,BC,,,,2017,,7,10,1017254,1017254.2017.10.7,,,,,,M,M,,2017-10-07 00:00:00,11,,,11.9,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,67,0,10,6,,3,,,BC,,,,2017,,6.5,9.9,1017254,1017254.2017.10.6,,,,,,M,M,,2017-10-06 00:00:00,11.5,,,13,26
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,12,,2.6,,,BC,,,,2017,,9.4,7.6,1017254,1017254.2017.10.12,,,,,,M,M,,2017-10-12 00:00:00,8.6,,,9.6,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,28,,0,,,BC,,,,2017,,4.9,10,1017254,1017254.2017.10.28,,,,,,M,M,,2017-10-28 00:00:00,13.1,,,16.1,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,67,0,10,18,,37.4,,,BC,,,,2017,,7,7.7,1017254,1017254.2017.10.18,,,,,,M,M,,2017-10-18 00:00:00,11,,,14.2,26
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,37,0,10,13,,0.8,,,BC,,,,2017,,8.4,8,1017254,1017254.2017.10.13,,,,,,M,M,,2017-10-13 00:00:00,9.6,,,11.2,26
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,3,,0,,,BC,,,,2017,,5.2,9.2,1017254,1017254.2017.10.3,,,,,,M,M,,2017-10-03 00:00:00,12.8,,,16.4,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,43,0,10,30,,0,,,BC,,,,2017,,3.7,11.4,1017254,1017254.2017.10.30,,,,,,M,M,,2017-10-30 00:00:00,14.3,,,17.1,5
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,46,0,10,19,,17.4,,,BC,,,,2017,,7.3,8.4,1017254,1017254.2017.10.19,,,,,,M,M,,2017-10-19 00:00:00,10.7,,,13,33
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,32,0,10,26,,0,,,BC,,,,2017,,7.4,8.8,1017254,1017254.2017.10.26,,,,,,M,M,,2017-10-26 00:00:00,10.6,,,12.4,11
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,54,0,10,20,,1.4,,,BC,,,,2017,,8.8,8.2,1017254,1017254.2017.10.20,,,,,,M,M,,2017-10-20 00:00:00,9.2,,,10.1,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,46,0,10,25,,5.8,,,BC,,,,2017,,6.2,9.4,1017254,1017254.2017.10.25,,,,,,M,M,,2017-10-25 00:00:00,11.8,,,14.2,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,89,0,10,10,,0.4,,,BC,,,,2017,,8.8,7.8,1017254,1017254.2017.10.10,,,,,,M,M,,2017-10-10 00:00:00,9.2,,,10.5,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,35,0,10,15,,0,,,BC,,,,2017,,8.6,7.5,1017254,1017254.2017.10.15,,,,,,M,M,,2017-10-15 00:00:00,9.4,,,11.3,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,1,,0.2,,,BC,,,,2017,,7,9.2,1017254,1017254.2017.10.1,,,,,,M,M,,2017-10-01 00:00:00,11,,,12.8,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,9,,0,,,BC,,,,2017,,8.8,7.4,1017254,1017254.2017.10.9,,,,,,M,M,,2017-10-09 00:00:00,9.2,,,11,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,23,,0,,,BC,,,,2017,,6.8,9.3,1017254,1017254.2017.10.23,,,,,,M,M,,2017-10-23 00:00:00,11.2,,,13.1,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,48,0,10,21,,21.2,,,BC,,,,2017,,7.7,7.9,1017254,1017254.2017.10.21,,,,,,M,M,,2017-10-21 00:00:00,10.3,,,12.6,26
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,50,0,10,16,,6.8,,,BC,,,,2017,,6.3,9.9,1017254,1017254.2017.10.16,,,,,,M,M,,2017-10-16 00:00:00,11.7,,,13.4,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,32,0,10,11,,0.2,,,BC,,,,2017,,8.2,8,1017254,1017254.2017.10.11,,,,,,M,M,,2017-10-11 00:00:00,9.8,,,11.5,29
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,10,27,,0,,,BC,,,,2017,,6.3,9.6,1017254,1017254.2017.10.27,,,,,,M,M,,2017-10-27 00:00:00,11.7,,,13.7,9
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,10,8,,0.2,,,BC,,,,2017,,6.9,7.8,1017254,1017254.2017.10.8,,,,,,M,M,,2017-10-08 00:00:00,11.1,,,14.3,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,37,0,10,29,,0,,,BC,,,,2017,,5.9,7.4,1017254,1017254.2017.10.29,,,,,,M,M,,2017-10-29 00:00:00,12.1,,,16.7,4
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,11,15,,30.2,,,BC,,,,2017,,9.6,5.6,1017254,1017254.2017.11.15,,,,,,M,M,,2017-11-15 00:00:00,8.4,,,11.2,30
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,37,0,11,11,,8,,,BC,,,,2017,,9.9,6.9,1017254,1017254.2017.11.11,,,,,,M,M,,2017-11-11 00:00:00,8.1,,,9.2,12
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,35,0,11,6,,0,,,BC,,,,2017,,14,1.1,1017254,1017254.2017.11.6,,,,,,M,M,,2017-11-06 00:00:00,4,,,6.8,10
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,43,0,11,14,,42.8,,,BC,,,,2017,,9.5,7.1,1017254,1017254.2017.11.14,,,,,,M,M,,2017-11-14 00:00:00,8.5,,,9.8,32
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,59,0,11,2,,9.6,,,BC,,,,2017,,11.4,3.6,1017254,1017254.2017.11.2,,,,,,M,M,,2017-11-02 00:00:00,6.6,,,9.6,25
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,11,21,,14.2,,,BC,,,,2017,,10.3,6.2,1017254,1017254.2017.11.21,,,,,,M,M,,2017-11-21 00:00:00,7.7,,,9.1,8
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,48,0,11,23,,16,,,BC,,,,2017,,6.4,9.1,1017254,1017254.2017.11.23,,,,,,M,M,,2017-11-23 00:00:00,11.6,,,14.1,27
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,43,0,11,22,,12.4,,,BC,,,,2017,,5.2,8.8,1017254,1017254.2017.11.22,,,,,,M,M,,2017-11-22 00:00:00,12.8,,,16.7,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,54,0,11,20,,11.2,,,BC,,,,2017,,10.4,5.7,1017254,1017254.2017.11.20,,,,,,M,M,,2017-11-20 00:00:00,7.6,,,9.5,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,44,0,11,3,,0,,,BC,,,,2017,,15.1,1.5,1017254,1017254.2017.11.3,,,,,,M,M,,2017-11-03 00:00:00,2.9,,,4.3,10
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,46,0,11,19,,7,,,BC,,,,2017,,7.5,8,1017254,1017254.2017.11.19,,,,,,M,M,,2017-11-19 00:00:00,10.5,,,12.9,26
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,35,0,11,4,,4.4,,,BC,,,,2017,,15.2,2.2,1017254,1017254.2017.11.4,,,,,,M,M,,2017-11-04 00:00:00,2.8,,,3.4,5
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,37,0,11,16,,6,,,BC,,,,2017,,10.8,5.7,1017254,1017254.2017.11.16,,,,,,M,M,,2017-11-16 00:00:00,7.2,,,8.6,25
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,46,0,11,17,,5.2,,,BC,,,,2017,,11,5,1017254,1017254.2017.11.17,,,,,,M,M,,2017-11-17 00:00:00,7,,,9,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,76,0,11,13,,13.8,,,BC,,,,2017,,8.5,7.3,1017254,1017254.2017.11.13,,,,,,M,M,,2017-11-13 00:00:00,9.5,,,11.6,26
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,11,18,,0.2,,,BC,,,,2017,,9,7,1017254,1017254.2017.11.18,,,,,,M,M,,2017-11-18 00:00:00,9,,,11,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,11,12,,18.6,,,BC,,,,2017,,8.6,8.4,1017254,1017254.2017.11.12,,,,,,M,M,,2017-11-12 00:00:00,9.4,,,10.3,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,41,0,11,7,,0,,,BC,,,,2017,,11.6,4.8,1017254,1017254.2017.11.7,,,,,,M,M,,2017-11-07 00:00:00,6.4,,,7.9,9
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,43,0,11,5,,0.8,,,BC,,,,2017,,13.8,2.4,1017254,1017254.2017.11.5,,,,,,M,M,,2017-11-05 00:00:00,4.2,,,6,12
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,11,10,,0,,,BC,,,,2017,,8.4,7.7,1017254,1017254.2017.11.10,,,,,,M,M,,2017-11-10 00:00:00,9.6,,,11.5,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,37,0,11,9,,3.8,,,BC,,,,2017,,8.6,8.1,1017254,1017254.2017.11.9,,,,,,M,M,,2017-11-09 00:00:00,9.4,,,10.7,10
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,63,0,11,8,,0.8,,,BC,,,,2017,,8.5,7.3,1017254,1017254.2017.11.8,,,,,,M,M,,2017-11-08 00:00:00,9.5,,,11.6,10
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,69,0,11,1,,0,,,BC,,,,2017,,7.7,8.4,1017254,1017254.2017.11.1,,,,,,M,M,,2017-11-01 00:00:00,10.3,,,12.1,27
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,11,25,,3.2,,,BC,,,,2017,,8.5,8,1017254,1017254.2017.11.25,,,,,,M,M,,2017-11-25 00:00:00,9.5,,,10.9,9
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,59,0,11,24,,3.8,,,BC,,,,2017,,8.9,8.2,1017254,1017254.2017.11.24,,,,,,M,M,,2017-11-24 00:00:00,9.1,,,9.9,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,67,0,11,27,,2,,,BC,,,,2017,,10.4,5.5,1017254,1017254.2017.11.27,,,,,,M,M,,2017-11-27 00:00:00,7.6,,,9.7,27
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,61,0,11,26,,7.6,,,BC,,,,2017,,6.5,8.1,1017254,1017254.2017.11.26,,,,,,M,M,,2017-11-26 00:00:00,11.5,,,14.9,27
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,11,30,,8.8,,,BC,,,,2017,,9.9,7,1017254,1017254.2017.11.30,,,,,,M,M,,2017-11-30 00:00:00,8.1,,,9.1,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,32,0,11,29,,1,,,BC,,,,2017,,10,6.9,1017254,1017254.2017.11.29,,,,,,M,M,,2017-11-29 00:00:00,8,,,9,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,78,0,11,28,,12.8,,,BC,,,,2017,,10.2,4.9,1017254,1017254.2017.11.28,,,,,,M,M,,2017-11-28 00:00:00,7.8,,,10.6,28
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,12,27,,0.2,,,BC,,,,2017,,13.3,3.5,1017254,1017254.2017.12.27,,,,,,M,M,,2017-12-27 00:00:00,4.7,,,5.9,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,46,0,12,5,,0,,,BC,,,,2017,,12.1,4.3,1017254,1017254.2017.12.5,,,,,,M,M,,2017-12-05 00:00:00,5.9,,,7.5,11
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,39,0,12,11,,0,,,BC,,,,2017,,11.1,5.7,1017254,1017254.2017.12.11,,,,,,M,M,,2017-12-11 00:00:00,6.9,,,8.1,9
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,12,4,,0,,,BC,,,,2017,,12.7,2.3,1017254,1017254.2017.12.4,,,,,,M,M,,2017-12-04 00:00:00,5.3,,,8.2,0
-123.92102777777778,48.376694444444446,SHERINGHAM POINT,,0,0,12,25,,0.2,,,BC,,,,2017,,15.5,0.7,1017254,1017254.2017.12.25,,,,,,M,M,,2017-12-25 00:00:00,2.5,,,4.2,0
